500 480 600
20	155
160	285
230	360
240	360
240	365
245	375
245	360
250	375
250	521
260	385
260	390
260	385
260	380
265	398
266	401
275	407
280	405
280	410
285	416
290	420
290	415
290	405
290	415
290	345
295	425
295	425
296	579
297	435
300	425
302	444
304	447
305	443
306	441
306	568
308	451
310	440
311	454
314	457
314	454
314	438
315	456
320	355
321	461
322	460
322	462
330	470
330	456
332	482
333	480
335	474
338	488
340	470
345	493
345	410
350	500
350	484
350	540
360	385
360	405
362	526
364	527
364	513
365	430
365	494
365	400
366	523
367	508
368	506
370	518
375	450
375	645
376	570
378	535
382	539
383	512
384	439
386	426
389	484
390	465
390	415
390	520
390	547
392	522
394	555
396	545
400	532
401	535
402	610
405	430
408	555
410	546
410	550
415	525
420	556
420	568
420	565
420	450
420	445
420	480
420	556
428	473
430	577
432	582
432	462
435	495
435	580
435	533
444	596
444	484
444	580
445	490
450	593
452	603
456	592
456	658
460	605
462	507
465	610
468	625
468	606
470	605
470	620
479	524
480	620
480	505
485	650
488	640
490	625
490	590
493	648
495	561
495	520
495	640
496	551
500	655
506	661
510	650
510	535
510	578
513	600
519	674
525	560
526	685
530	630
530	575
530	660
539	699
540	565
540	685
545	700
550	685
552	712
553	653
555	700
558	713
560	715
564	724
570	710
570	640
570	595
571	726
575	730
576	904
580	624
585	730
585	725
588	748
590	725
590	660
597	752
600	625
600	750
600	760
605	649
610	680
620	760
622	722
623	778
630	655
630	674
630	785
630	690
630	765
635	780
636	796
640	790
645	800
645	745
648	808
649	804
650	710
650	785
650	800
650	795
650	818
660	815
660	820
660	800
662	817
665	740
665	800
665	725
665	810
670	810
672	832
675	830
680	724
680	825
684	844
685	825
688	843
690	715
690	845
694	856
695	830
695	840
695	755
701	856
705	749
705	845
708	868
710	770
710	845
714	869
714	814
720	875
720	880
725	865
727	882
730	790
730	774
730	865
730	892
737	837
737	892
740	895
753	908
755	799
756	916
757	912
760	860
768	928
775	845
775	930
779	934
780	940
780	805
785	930
785	925
790	925
792	947
792	952
795	950
800	945
804	964
805	960
810	1050
810	835
810	890
810	965
814	976
825	965
825	960
828	988
829	929
830	910
830	975
830	874
831	986
840	975
840	865
840	1000
844	999
845	985
845	990
850	930
852	952
855	990
855	899
855	1010
857	1012
860	1005
864	1024
865	1005
870	954
870	1025
874	1036
875	1020
880	924
883	1038
885	1025
885	1040
890	1035
890	1045
890	970
890	1030
898	998
900	1060
900	925
905	940
905	1060
905	950
909	1064
910	1050
912	1072
915	1060
921	1021
922	1077
922	1083
924	1084
930	975
930	1070
930	1006
930	1075
930	955
934	1096
935	1090
937	992
944	1044
945	970
945	1085
945	1090
948	1103
948	1108
950	1030
950	1085
955	1118
960	1110
960	1100
960	1120
960	1115
967	1130
967	1170
970	1105
970	1030
971	1155
972	1123
973	1138
973	1115
974	1136
976	1130
976	1153
978	1165
981	1026
985	1085
985	1120
988	1175
990	1050
990	1015
992	1185
992	1177
995	1180
995	1185
998	1043
999	1145
1000	1160
1000	1135
1005	1030
1010	1195
1010	1205
1015	1115
1015	1155
1015	1060
1018	1204
1019	1205
1019	1184
1020	1080
1020	1180
1020	1170
1022	1062
1030	1210
1030	1130
1032	1077
1032	1227
1037	1097
1038	1203
1042	1345
1042	1202
1043	1198
1043	1219
1044	1229
1045	1231
1046	1232
1046	1210
1047	1350
1049	1095
1054	1114
1064	1214
1064	1241
1065	1245
1068	1098
1068	1253
1071	1131
1075	1225
1075	1225
1075	1255
1080	1110
1080	1265
1080	1105
1083	1128
1085	1245
1085	1260
1088	1148
1090	1230
1090	1225
1091	1253
1096	1271
1100	1155
1100	1260
1104	1134
1105	1240
1105	1165
1108	1273
1110	1210
1110	1285
1110	1260
1111	1268
1115	1260
1117	1172
1120	1265
1120	1285
1122	1182
1125	1160
1125	1310
1128	1158
1130	1410
1131	1295
1135	1390
1135	1310
1139	1214
1140	1320
1140	1180
1140	1165
1145	1280
1150	1310
1150	1290
1150	1240
1155	1195
1160	1295
1170	1290
1170	1195
1170	1448
1170	1235
1172	1315
1180	1335
1180	1330
1190	1320
1190	1240
1190	1310
1200	1350
1200	1350
1200	1225
1210	1325
1220	1375
1220	1355
1220	1375
1230	1255
1230	1360
1230	1280
1230	1345
1235	1485
1240	1395
1240	1385
1250	1315
1250	1500
1250	1360
1255	1395
1260	1400
1260	1440
1270	1400
1270	1370
1280	1405
1280	1430
1290	1430
1290	1315
1290	1430
1290	1340
1300	1455
1300	1450
1305	1435
1310	1445
1320	1345
1320	1435
1330	1455
1330	1460
1330	1460
1340	1485
1350	1415
1350	1465
1350	1495
1350	1385
1350	1475
1360	1480
1360	1500
1365	1485
1375	1509
1380	1445
1390	1520
1410	1520
1410	1540
