250 480 600
80	215
210	335
240	365
245	375
250	521
260	385
265	398
266	401
275	395
280	410
285	416
290	405
290	345
295	425
297	435
300	425
304	447
305	443
306	441
308	451
310	440
314	438
314	454
320	469
321	461
322	462
330	456
330	470
344	504
350	500
350	540
360	405
362	526
365	400
365	430
365	494
367	508
368	506
371	525
378	535
382	539
386	426
389	484
390	415
390	547
392	522
396	545
405	430
408	555
410	544
411	456
420	556
430	577
435	580
435	533
435	705
435	460
452	603
456	658
456	592
460	605
465	600
470	620
480	625
488	640
490	590
496	551
510	655
510	650
513	670
515	670
519	674
525	665
525	670
526	685
530	630
532	687
540	680
540	685
553	653
564	724
570	595
571	726
576	904
576	676
590	725
600	750
610	765
623	778
624	784
630	785
645	800
645	745
648	808
650	800
655	699
660	800
660	685
660	820
665	740
665	725
665	800
670	810
680	724
684	844
685	825
690	845
690	715
705	860
708	868
710	845
714	869
737	837
740	895
740	885
745	805
750	885
755	900
757	912
765	905
768	928
770	915
775	930
779	934
783	883
790	925
795	950
805	960
810	890
810	1050
815	960
818	973
825	965
830	975
830	910
831	986
840	1000
844	999
845	990
850	930
852	952
855	990
857	1012
860	1005
864	1024
870	895
880	924
885	1025
905	940
905	1060
909	1064
912	1072
922	1083
924	1084
930	1006
930	975
930	955
935	1090
940	1102
944	1044
945	1090
948	1103
950	1085
960	1110
960	1115
964	1145
967	1130
967	1170
972	1123
974	1155
988	1175
990	1100
992	1177
996	1159
1000	1160
1003	1181
1005	1065
1015	1060
1015	1115
1019	1184
1020	1205
1020	1045
1020	1182
1021	1181
1035	1060
1042	1345
1045	1231
1046	1210
1050	1075
1050	1160
1056	1086
1060	1200
1064	1214
1065	1090
1065	1215
1066	1111
1071	1131
1074	1235
1075	1225
1075	1255
1075	1240
1080	1265
1083	1128
1085	1245
1091	1253
1092	1122
1104	1134
1105	1165
1110	1210
1115	1260
1130	1240
1139	1214
1140	1165
1165	1335
1170	1325
1170	1235
1170	1448
1180	1330
1180	1315
1180	1335
1190	1240
1220	1375
1230	1255
1230	1360
1230	1410
1235	1485
1240	1385
1260	1440
1280	1405
1290	1315
1290	1410
1300	1450
1300	1455
1305	1420
1320	1465
1330	1445
1330	1460
1330	1460
1340	1485
1350	1465
1350	1385
1350	1415
1360	1500
1360	1480
1375	1509
1380	1490
1410	1540
1410	1525
1430	1555
1510	1625
